datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2026-01-26 00:55:00,0.3477,0.0477,230.891,1.506,2.463,1.24,6.312
2026-01-26 01:00:00,0.318,0.0605,226.469,1.404,2.884,1.066,3.928
2026-01-26 01:05:00,0.3654,0.066,230.225,1.587,3.017,1.921,3.216
2026-01-26 01:10:00,0.3642,0.0723,228.695,1.593,3.194,1.96,7.214
2026-01-26 01:15:00,0.3632,0.0637,231.267,1.57,2.257,0.698,3.661
2026-01-26 01:20:00,0.3614,0.0504,229.683,1.574,2.359,1.002,5.505
2026-01-26 01:25:00,0.3453,0.0549,227.935,1.515,2.232,1.049,4.06
2026-01-26 01:30:00,0.3235,0.0537,228.099,1.418,1.71,1.425,2.96
2026-01-26 01:35:00,0.3332,0.0359,234.831,1.419,1.508,0.796,2.985
2026-01-26 01:40:00,0.316,0.0488,231.109,1.367,2.406,0.738,3.09
2026-01-26 01:45:00,0.3411,0.0583,225.745,1.511,3.39,2.178,3.147
2026-01-26 01:50:00,0.3247,0.0379,231.377,1.403,1.669,1.847,5.793
2026-01-26 01:55:00,0.3184,0.0567,229.513,1.387,1.413,0.818,4.586
2026-01-26 02:00:00,0.3104,0.0492,230.012,1.35,2.705,1.149,3.918
2026-01-26 02:05:00,0.3285,0.0641,232.05,1.416,1.853,1.132,4.455
2026-01-26 02:10:00,0.3173,0.0331,232.958,1.362,2.858,1.784,6.328
2026-01-26 02:15:00,0.3147,0.0398,227.853,1.381,2.604,1.327,6.206
2026-01-26 02:20:00,0.3305,0.0529,229.926,1.438,3.2,0.762,5.711
2026-01-26 02:25:00,0.3259,0.0423,228.635,1.425,2.135,1.747,6.32
2026-01-26 02:30:00,0.3077,0.0527,231.492,1.329,2.47,1.123,3.793
2026-01-26 02:35:00,0.3021,0.0531,229.419,1.317,2.078,0.901,3.956
2026-01-26 02:40:00,0.3083,0.034,230.073,1.34,2.419,1.093,4.934
2026-01-26 02:45:00,0.2811,0.0426,229.324,1.226,1.909,1.168,4.535
2026-01-26 02:50:00,0.2834,0.0428,229.735,1.233,1.492,0.958,4.067
2026-01-26 02:55:00,0.2983,0.0409,234.262,1.274,2.127,0.858,3.98
2026-01-26 03:00:00,0.3008,0.0582,235.977,1.275,2.181,1.101,6.216
2026-01-26 03:05:00,0.315,0.0576,230.943,1.364,2.802,0.555,5.859
2026-01-26 03:10:00,0.3379,0.0573,229.75,1.471,2.858,1.868,4.653
2026-01-26 03:15:00,0.3299,0.0566,226.011,1.46,2.652,0.832,5.748
2026-01-26 03:20:00,0.3122,0.0456,228.099,1.369,1.507,0.589,3.654
2026-01-26 03:25:00,0.31,0.0595,229.683,1.35,2.595,1.53,2.971
2026-01-26 03:30:00,0.289,0.049,228.212,1.266,2.047,1.6,3.681
2026-01-26 03:35:00,0.2979,0.0515,228.475,1.304,2.795,1.709,3.983
2026-01-26 03:40:00,0.2895,0.0539,233.938,1.237,2.759,1.197,2.472
2026-01-26 03:45:00,0.2968,0.0378,230.072,1.29,1.332,0.799,5.497
2026-01-26 03:50:00,0.2816,0.0509,230.296,1.223,2.521,1.507,3.611
2026-01-26 03:55:00,0.306,0.0366,228.315,1.34,1.342,1.58,4.77
2026-01-26 04:00:00,0.334,0.0449,232.944,1.434,2.107,0.968,3.092
2026-01-26 04:05:00,0.3147,0.042,229.469,1.371,2.307,1.946,3.311
2026-01-26 04:10:00,0.3274,0.0648,228.698,1.432,1.647,0.717,6.37
2026-01-26 04:15:00,0.3338,0.062,226.048,1.477,2.844,2.196,5.321
2026-01-26 04:20:00,0.3146,0.0535,229.847,1.369,1.326,1.877,6.358
2026-01-26 04:25:00,0.32,0.0553,228.62,1.4,1.648,1.634,6.663
2026-01-26 04:30:00,0.3105,0.0485,234.211,1.326,2.346,1.975,4.031
2026-01-26 04:35:00,0.3056,0.0595,234.61,1.303,2.547,1.613,3.688
2026-01-26 04:40:00,0.288,0.0431,226.912,1.269,2.74,0.754,5.49
2026-01-26 04:45:00,0.2983,0.0412,227.195,1.313,2.471,1.157,6.21
2026-01-26 04:50:00,0.3071,0.0357,229.309,1.339,2.483,0.622,4.976
2026-01-26 04:55:00,0.3263,0.0583,227.96,1.431,2.11,1.179,5.962
2026-01-26 05:00:00,0.3806,0.066,230.544,1.651,1.588,2.045,6.89
2026-01-26 05:05:00,0.4103,0.0568,229.183,1.79,1.997,1.477,5.242
2026-01-26 05:10:00,0.3613,0.037,230.701,1.566,2.632,1.199,5.605
2026-01-26 05:15:00,0.3942,0.0725,232.54,1.695,3.195,1.83,7.39
2026-01-26 05:20:00,0.3792,0.0384,227.339,1.668,2.504,2.286,6.422
2026-01-26 05:25:00,0.4111,0.07,232.488,1.768,3.465,0.783,3.534
2026-01-26 05:30:00,0.3486,0.0687,228.178,1.528,2.514,1.253,4.372
2026-01-26 05:35:00,0.3411,0.049,235.371,1.449,1.569,0.838,3.458
2026-01-26 05:40:00,0.3402,0.042,234.052,1.454,1.799,1.75,3.826
2026-01-26 05:45:00,0.3117,0.0531,229.717,1.357,2.827,0.684,6.126
2026-01-26 05:50:00,0.3415,0.0621,227.591,1.501,2.867,1.704,3.004
2026-01-26 05:55:00,0.3426,0.053,227.113,1.508,3.215,1.061,3.796
2026-01-26 06:00:00,0.7677,0.151,232.184,3.306,3.725,2.043,9.368
2026-01-26 06:05:00,0.7905,0.0831,229.924,3.438,7.86,5.018,12.683
2026-01-26 06:10:00,0.8624,0.1298,232.317,3.712,4.647,1.517,12.944
2026-01-26 06:15:00,0.8302,0.1427,235.511,3.525,3.516,3.201,9.183
2026-01-26 06:20:00,0.7657,0.1426,228.074,3.357,7.646,1.359,7.953
2026-01-26 06:25:00,0.7424,0.0876,226.925,3.272,4.311,3.033,8.385
2026-01-26 06:30:00,0.7809,0.1406,230.481,3.388,6.297,3.258,11.413
2026-01-26 06:35:00,0.6977,0.1083,232.862,2.996,3.626,2.285,8.179
2026-01-26 06:40:00,0.8032,0.1122,227.649,3.528,6.065,1.869,16.208
2026-01-26 06:45:00,0.7749,0.0877,230.087,3.368,7.316,2.75,10.951
2026-01-26 06:50:00,0.7186,0.134,233.425,3.079,4.337,3.613,6.517
2026-01-26 06:55:00,0.6831,0.0791,225.918,3.024,5.517,3.811,11.92
2026-01-26 07:00:00,1.3775,0.1804,230.588,5.974,7.25,5.952,17.142
2026-01-26 07:05:00,1.3085,0.1688,228.65,5.723,10.221,6.04,21.593
2026-01-26 07:10:00,1.4177,0.2653,230.31,6.155,8.689,3.785,16.768
2026-01-26 07:15:00,1.235,0.2066,231.774,5.329,6.668,3.833,19.103
2026-01-26 07:20:00,1.2951,0.2327,230.552,5.618,7.763,3.207,23.293
2026-01-26 07:25:00,1.3167,0.1646,227.474,5.788,6.86,3.836,26.246
2026-01-26 07:30:00,1.2936,0.2102,228.747,5.655,12.196,3.611,15.002
2026-01-26 07:35:00,1.2364,0.1943,233.566,5.293,8.016,5.272,15.478
2026-01-26 07:40:00,1.2848,0.2355,230.822,5.566,7.192,5.756,18.163
2026-01-26 07:45:00,1.173,0.2236,232.101,5.054,7.956,7.497,23.369
2026-01-26 07:50:00,1.2372,0.1252,230.626,5.365,7.468,3.272,24.25
2026-01-26 07:55:00,1.2727,0.213,232.023,5.485,10.829,6.204,12.035
2026-01-26 08:00:00,1.6251,0.1709,229.01,7.096,15.978,9.349,16.222
2026-01-26 08:05:00,1.6736,0.2592,228.081,7.338,11.249,7.477,24.312
2026-01-26 08:10:00,1.5472,0.1992,231.909,6.671,14.217,4.551,14.955
2026-01-26 08:15:00,1.5215,0.1988,232.818,6.535,11.362,4.533,19.252
2026-01-26 08:20:00,1.7442,0.236,227.714,7.66,8.867,3.249,17.77
2026-01-26 08:25:00,1.6432,0.2664,228.56,7.189,13.466,5.248,26.758
2026-01-26 08:30:00,1.5254,0.2035,229.592,6.644,10.924,8.221,30.816
2026-01-26 08:35:00,1.6735,0.29,234.05,7.15,13.324,3.187,34.797
2026-01-26 08:40:00,1.5388,0.2161,231.408,6.65,14.398,4.252,20.041
2026-01-26 08:45:00,1.6112,0.1721,226.69,7.108,10.853,8.375,25.491
2026-01-26 08:50:00,1.5352,0.2738,229.768,6.682,14.467,8.566,29.226
2026-01-26 08:55:00,1.7134,0.2203,229.385,7.469,14.642,6.756,16.794
2026-01-26 09:00:00,1.5965,0.2287,227.067,7.031,11.202,8.233,27.065
2026-01-26 09:05:00,1.4784,0.2492,229.738,6.435,11.363,5.332,19.876
2026-01-26 09:10:00,1.5924,0.2122,229.275,6.945,9.659,3.927,17.373
2026-01-26 09:15:00,1.5758,0.1665,229.096,6.878,15.607,5.763,21.065
2026-01-26 09:20:00,1.6227,0.2229,228.982,7.086,13.078,7.41,15.063
2026-01-26 09:25:00,1.4251,0.2771,233.678,6.098,6.302,9.13,24.263
2026-01-26 09:30:00,1.5183,0.2493,229.091,6.628,9.219,3.053,17.45
2026-01-26 09:35:00,1.5148,0.2532,230.124,6.583,11.82,6.368,18.52
2026-01-26 09:40:00,1.2926,0.211,229.853,5.624,5.811,4.28,12.728
2026-01-26 09:45:00,1.326,0.159,228.737,5.797,5.71,5.58,25.382
2026-01-26 09:50:00,1.2728,0.1805,230.199,5.529,8.645,2.274,18.458
2026-01-26 09:55:00,1.4195,0.2485,230.163,6.167,8.669,4.588,21.981
2026-01-26 10:00:00,1.3993,0.1541,230.199,6.079,9.408,8.068,21.621
2026-01-26 10:05:00,1.4814,0.1893,227.852,6.502,8.443,6.572,19.946
2026-01-26 10:10:00,1.4029,0.1791,229.485,6.113,7.193,5.499,15.067
2026-01-26 10:15:00,1.5194,0.2176,231.901,6.552,12.439,4.701,26.814
2026-01-26 10:20:00,1.3013,0.2577,229.55,5.669,9.328,4.108,12.911
2026-01-26 10:25:00,1.2607,0.1346,230.404,5.472,6.725,4.516,12.143
2026-01-26 10:30:00,1.3473,0.2046,230.418,5.847,8.126,7.875,23.188
2026-01-26 10:35:00,1.3495,0.1592,231.043,5.841,10.282,8.776,14.769
2026-01-26 10:40:00,1.3022,0.2566,231.397,5.628,5.975,5.027,15.845
2026-01-26 10:45:00,1.1631,0.1295,229.565,5.066,5.847,4.226,16.601
2026-01-26 10:50:00,1.2986,0.1823,227.722,5.703,5.966,7.661,18.116
2026-01-26 10:55:00,1.2379,0.2151,226.953,5.454,11.024,4.705,21.28
2026-01-26 11:00:00,1.3358,0.2277,232.544,5.744,11.429,5.913,21.542
2026-01-26 11:05:00,1.3426,0.191,231.926,5.789,11.494,3.788,22.003
2026-01-26 11:10:00,1.2746,0.1716,231.623,5.503,10.636,6.862,21.998
2026-01-26 11:15:00,1.3098,0.1831,232.028,5.645,10.572,5.667,15.706
2026-01-26 11:20:00,1.2666,0.1601,229.596,5.517,8.802,7.235,15.659
2026-01-26 11:25:00,1.3145,0.1584,228.438,5.754,10.402,7.322,18.15
2026-01-26 11:30:00,1.3545,0.2009,227.549,5.953,5.947,3.714,16.493
2026-01-26 11:35:00,1.2045,0.1528,227.277,5.3,9.385,6.317,24.867
2026-01-26 11:40:00,1.2795,0.1647,233.03,5.491,11.137,7.251,23.682
2026-01-26 11:45:00,1.2082,0.2002,228.767,5.281,8.561,4.105,12.555
2026-01-26 11:50:00,1.1986,0.236,232.637,5.152,7.494,3.032,10.072
2026-01-26 11:55:00,1.2603,0.2021,229.533,5.491,7.291,2.117,11.176
2026-01-26 12:00:00,1.3375,0.144,228.309,5.858,10.588,5.244,15.226
2026-01-26 12:05:00,1.3989,0.1505,227.264,6.155,11.482,4.797,13.656
2026-01-26 12:10:00,1.372,0.2677,228.53,6.004,12.687,6.093,20.58
2026-01-26 12:15:00,1.6111,0.209,233.546,6.898,9.93,4.2,30.705
2026-01-26 12:20:00,1.462,0.1597,227.289,6.432,12.657,8.721,25.648
2026-01-26 12:25:00,1.3885,0.222,235.292,5.901,10.332,4.104,15.313
2026-01-26 12:30:00,1.4257,0.2315,227.898,6.256,13.283,3.99,18.997
2026-01-26 12:35:00,1.3747,0.2266,231.875,5.929,9.96,5.595,20.183
2026-01-26 12:40:00,1.3468,0.1707,229.637,5.865,9.678,5.604,24.863
2026-01-26 12:45:00,1.3959,0.1417,229.199,6.09,10.522,3.828,26.274
2026-01-26 12:50:00,1.4135,0.2777,226.821,6.232,12.068,4.277,27.852
2026-01-26 12:55:00,1.3459,0.1684,229.754,5.858,13.182,3.385,19.783
2026-01-26 13:00:00,1.1989,0.2009,227.104,5.279,5.51,6.305,20.396
2026-01-26 13:05:00,1.2418,0.2119,225.796,5.5,5.561,6.851,12.084
2026-01-26 13:10:00,1.1302,0.182,230.299,4.908,10.891,4.496,17.405
2026-01-26 13:15:00,1.1866,0.1558,228.411,5.195,8.612,6.214,13.577
2026-01-26 13:20:00,1.3646,0.1735,234.211,5.826,10.58,7.296,18.735
2026-01-26 13:25:00,1.3628,0.2177,232.5,5.862,9.513,3.214,22.158
2026-01-26 13:30:00,1.2192,0.2275,234.244,5.205,5.746,7.922,14.076
2026-01-26 13:35:00,1.2448,0.2423,228.298,5.452,10.764,7.185,11.185
2026-01-26 13:40:00,1.2104,0.1339,230.34,5.255,10.319,3.255,10.241
2026-01-26 13:45:00,1.3677,0.1579,223.448,6.121,8.185,3.553,11.776
2026-01-26 13:50:00,1.2586,0.2448,229.295,5.489,7.492,2.888,10.619
2026-01-26 13:55:00,1.2022,0.2088,230.246,5.221,10.885,2.835,11.677
2026-01-26 14:00:00,1.0973,0.2066,230.385,4.763,5.035,5.934,12.429
2026-01-26 14:05:00,1.081,0.13,229.894,4.702,10.06,4.34,11.997
2026-01-26 14:10:00,1.2044,0.1912,230.166,5.233,6.822,6.722,24.893
2026-01-26 14:15:00,1.1531,0.1962,223.217,5.166,8.794,6.225,14.02
2026-01-26 14:20:00,1.1075,0.1861,230.641,4.802,10.662,5.194,10.993
2026-01-26 14:25:00,1.1374,0.1602,231.209,4.92,9.239,5.799,17.235
2026-01-26 14:30:00,1.0901,0.1107,233.345,4.672,7.177,1.917,20.775
2026-01-26 14:35:00,1.2246,0.1939,230.922,5.303,10.028,3.95,20.585
2026-01-26 14:40:00,1.1615,0.1456,229.673,5.057,7.17,5.64,13.978
2026-01-26 14:45:00,1.1059,0.1604,232.762,4.751,6.396,1.895,16.979
2026-01-26 14:50:00,1.1948,0.2339,224.107,5.332,11.925,2.188,20.634
2026-01-26 14:55:00,1.1338,0.1586,228.713,4.957,9.689,6.719,19.767
2026-01-26 15:00:00,1.1253,0.207,228.085,4.934,8.921,5.724,18.754
2026-01-26 15:05:00,1.2908,0.1534,229.914,5.614,8.054,3.864,24.808
2026-01-26 15:10:00,1.2495,0.209,224.503,5.566,5.565,6.381,24.002
2026-01-26 15:15:00,1.1596,0.2293,233.299,4.97,5.042,6.527,18.055
2026-01-26 15:20:00,1.2051,0.1328,229.375,5.254,8.917,3.857,16.518
2026-01-26 15:25:00,1.147,0.1157,230.797,4.97,9.878,2.118,18.757
2026-01-26 15:30:00,1.0947,0.1569,230.558,4.748,7.993,6.93,20.318
2026-01-26 15:35:00,1.2058,0.1318,233.156,5.172,10.939,4.091,10.134
2026-01-26 15:40:00,1.2436,0.2174,225.345,5.519,5.424,2.735,25.785
2026-01-26 15:45:00,1.05,0.201,230.281,4.56,6.621,4.332,11.151
2026-01-26 15:50:00,1.1672,0.1674,232.865,5.012,6.478,6.43,16.588
2026-01-26 15:55:00,1.115,0.1403,229.755,4.853,7.555,3.094,21.445
2026-01-26 16:00:00,1.2391,0.1777,227.622,5.444,5.686,3.735,13.812
2026-01-26 16:05:00,1.2571,0.2167,228.49,5.502,12.235,3.621,17.968
2026-01-26 16:10:00,1.2573,0.1269,229.018,5.49,6.876,8.33,12.561
2026-01-26 16:15:00,1.3241,0.2105,228.197,5.802,12.641,3.514,17.573
2026-01-26 16:20:00,1.2595,0.2032,229.618,5.485,8.377,5.723,13.284
2026-01-26 16:25:00,1.313,0.215,233.771,5.617,13.019,8.263,16.91
2026-01-26 16:30:00,1.2669,0.1573,228.507,5.544,9.373,3.042,16.471
2026-01-26 16:35:00,1.2298,0.2108,228.781,5.375,11.802,8.019,25.516
2026-01-26 16:40:00,1.1704,0.1277,231.149,5.063,4.913,7.495,24.308
2026-01-26 16:45:00,1.1841,0.142,229.563,5.158,10.102,7.211,11.566
2026-01-26 16:50:00,1.2724,0.2389,226.677,5.613,12.004,3.486,22.149
2026-01-26 16:55:00,1.2758,0.2218,229.847,5.551,6.356,6.171,11.457
2026-01-26 17:00:00,1.3981,0.1417,229.753,6.085,6.609,7.649,12.178
2026-01-26 17:05:00,1.5068,0.1881,232.439,6.482,10.01,9.94,14.54
2026-01-26 17:10:00,1.578,0.1916,227.57,6.934,15.169,4.053,32.194
2026-01-26 17:15:00,1.4011,0.1781,232.456,6.027,10.271,7.702,28.154
2026-01-26 17:20:00,1.5621,0.1949,229.755,6.799,11.315,5.25,16.805
2026-01-26 17:25:00,1.4496,0.154,227.23,6.379,7.233,3.689,15.01
2026-01-26 17:30:00,1.5118,0.2206,226.728,6.668,6.306,5.705,17.144
2026-01-26 17:35:00,1.3855,0.2401,234.836,5.9,12.32,7.808,20.474
2026-01-26 17:40:00,1.2909,0.2074,229.6,5.622,6.038,5.152,19.95
2026-01-26 17:45:00,1.2962,0.2168,232.341,5.579,10.194,5.644,14.392
2026-01-26 17:50:00,1.4223,0.1538,225.73,6.301,13.515,9.448,25.305
2026-01-26 17:55:00,1.4591,0.2847,236.594,6.167,7.856,5.344,17.805
2026-01-26 18:00:00,1.7963,0.3302,232.233,7.735,14.455,8.521,35.674
2026-01-26 18:05:00,1.9802,0.3574,229.361,8.634,9.16,6.917,32.757
2026-01-26 18:10:00,1.7847,0.3254,229.235,7.786,13.722,6.48,24.608
2026-01-26 18:15:00,1.95,0.3769,231.836,8.411,9.99,10.033,35.505
2026-01-26 18:20:00,1.8285,0.2824,231.693,7.892,15.469,11.622,33.933
2026-01-26 18:25:00,1.8563,0.2228,230.456,8.055,10.996,8.128,22.209
2026-01-26 18:30:00,1.8856,0.3049,230.027,8.197,12.954,10.387,23.721
2026-01-26 18:35:00,1.7642,0.3075,231.403,7.624,13.52,3.727,35.342
2026-01-26 18:40:00,1.781,0.3095,225.646,7.893,9.2,4.849,18.51
2026-01-26 18:45:00,1.8967,0.2886,229.072,8.28,16.109,7.923,16.805
2026-01-26 18:50:00,1.7635,0.1884,225.883,7.807,10.461,3.116,24.705
2026-01-26 18:55:00,1.9204,0.2633,231.511,8.295,15.422,5.629,35.237
2026-01-26 19:00:00,2.1075,0.4048,228.31,9.231,10.727,8.965,37.892
2026-01-26 19:05:00,2.3387,0.3706,226.071,10.345,19.132,4.073,46.37
2026-01-26 19:10:00,2.4776,0.3811,228.016,10.866,12.176,7.406,37.159
2026-01-26 19:15:00,2.0358,0.2583,230.373,8.837,13.534,8.626,19.512
2026-01-26 19:20:00,2.2188,0.3036,229.487,9.669,12.445,10.057,34.818
2026-01-26 19:25:00,2.3439,0.4442,227.067,10.322,19.999,14.756,42.338
2026-01-26 19:30:00,2.2108,0.3684,225.738,9.794,12.591,10.818,21.002
2026-01-26 19:35:00,2.2294,0.3985,230.185,9.685,20.755,8.339,23.389
2026-01-26 19:40:00,2.0909,0.3041,228.548,9.149,19.589,13.211,17.745
2026-01-26 19:45:00,2.1533,0.351,229.355,9.388,11.439,12.039,33.922
2026-01-26 19:50:00,2.1391,0.267,229.601,9.317,16.573,5.704,41.536
2026-01-26 19:55:00,2.3163,0.395,231.075,10.024,10.837,5.376,38.721
2026-01-26 20:00:00,2.4401,0.3484,232.117,10.512,15.74,12.312,50.288
2026-01-26 20:05:00,2.4991,0.3605,230.366,10.848,20.812,11.161,22.795
2026-01-26 20:10:00,2.4415,0.4027,229.199,10.652,19.564,13.709,47.904
2026-01-26 20:15:00,2.4446,0.4733,230.062,10.626,19.094,13.105,45.247
2026-01-26 20:20:00,2.4388,0.2595,229.152,10.643,14.181,11.688,29.903
2026-01-26 20:25:00,2.5058,0.4572,225.894,11.093,15.967,16.535,51.376
2026-01-26 20:30:00,2.3584,0.3048,232.73,10.134,11.243,10.223,28.142
2026-01-26 20:35:00,2.3951,0.3458,232.259,10.312,20.025,5.346,46.583
2026-01-26 20:40:00,2.5669,0.2623,234.971,10.924,18.24,14.908,49.65
2026-01-26 20:45:00,2.4133,0.314,235.701,10.239,20.033,7.061,42.967
2026-01-26 20:50:00,2.2875,0.3437,227.06,10.074,12.853,12.703,35.174
2026-01-26 20:55:00,2.5024,0.2643,229.162,10.92,15.163,16.146,24.607
2026-01-26 21:00:00,2.1294,0.3175,236.279,9.012,13.024,10.968,31.904
2026-01-26 21:05:00,1.9912,0.3837,229.899,8.661,8.596,9.253,25.474
2026-01-26 21:10:00,2.1356,0.2361,230.611,9.26,13.147,8.475,38.944
2026-01-26 21:15:00,2.049,0.3615,226.197,9.059,18.139,7.149,36.493
2026-01-26 21:20:00,2.2092,0.3114,230.376,9.59,20.769,7.581,43.558
2026-01-26 21:25:00,2.2189,0.3673,234.83,9.449,15.953,10.759,18.902
2026-01-26 21:30:00,2.3555,0.2969,233.217,10.1,16.074,12.774,43.453
2026-01-26 21:35:00,2.1646,0.251,228.475,9.474,9.409,10.951,43.431
2026-01-26 21:40:00,2.0749,0.2408,229.009,9.061,19.287,5.517,37.763
2026-01-26 21:45:00,2.1727,0.2326,227.173,9.564,9.218,8.988,21.642
2026-01-26 21:50:00,1.8659,0.2212,227.872,8.188,18.057,10.495,17.445
2026-01-26 21:55:00,2.1546,0.3586,225.224,9.567,15.126,8.716,18.517
2026-01-26 22:00:00,1.7078,0.3213,229.788,7.432,10.522,7.428,27.653
2026-01-26 22:05:00,1.5532,0.2818,233.775,6.644,14.846,8.577,25.169
2026-01-26 22:10:00,1.7985,0.3031,230.889,7.79,7.75,8.944,37.175
2026-01-26 22:15:00,1.7389,0.1931,233.416,7.45,13.143,6.457,23.143
2026-01-26 22:20:00,1.6658,0.2148,232.683,7.159,12.275,10.234,20.793
2026-01-26 22:25:00,1.73,0.2266,228.633,7.567,9.422,4.29,27.92
2026-01-26 22:30:00,1.8307,0.2288,228.101,8.026,12.208,12.164,34.149
2026-01-26 22:35:00,1.6257,0.2463,228.197,7.124,12.96,3.676,32.585
2026-01-26 22:40:00,1.6067,0.2467,225.707,7.118,13.509,2.798,29.518
2026-01-26 22:45:00,1.5419,0.2092,230.081,6.701,6.431,9.431,21.072
2026-01-26 22:50:00,1.5194,0.2057,222.739,6.822,14.635,4.393,24.721
2026-01-26 22:55:00,1.6777,0.3068,231.479,7.248,8.601,8.917,31.939
2026-01-26 23:00:00,0.8428,0.1508,230.18,3.662,4.66,4.823,12.193
2026-01-26 23:05:00,0.9013,0.1179,231.179,3.899,5.141,5.373,9.952
2026-01-26 23:10:00,0.8892,0.1702,232.643,3.822,3.901,5.891,9.297
2026-01-26 23:15:00,0.9376,0.1831,230.497,4.068,4.58,2.941,7.815
2026-01-26 23:20:00,0.9261,0.1229,234.079,3.956,9.187,4.832,16.032
2026-01-26 23:25:00,0.9445,0.1279,231.555,4.079,5.672,2.119,9.183
2026-01-26 23:30:00,0.8579,0.1292,228.107,3.761,4.151,3.175,9.764
2026-01-26 23:35:00,0.851,0.1652,229.406,3.71,4.077,5.027,10.261
2026-01-26 23:40:00,0.8082,0.1516,224.347,3.602,6.759,2.833,12.396
2026-01-26 23:45:00,0.8262,0.0911,227.745,3.628,7.561,3.819,10.995
2026-01-26 23:50:00,0.8657,0.1206,229.048,3.78,4.905,3.623,14.515
2026-01-26 23:55:00,0.8952,0.1391,231.366,3.869,3.839,4.383,8.082
2026-01-27 00:00:00,0.3582,0.0538,228.124,1.57,1.959,2.339,3.54
2026-01-27 00:05:00,0.3997,0.0477,226.884,1.761,1.797,0.777,5.824
2026-01-27 00:10:00,0.4148,0.0771,225.281,1.841,1.979,1.882,5.204
2026-01-27 00:15:00,0.3985,0.0668,228.509,1.744,2.664,2.384,4.795
2026-01-27 00:20:00,0.4249,0.0781,234.877,1.809,2.34,1.731,3.897
2026-01-27 00:25:00,0.3681,0.0684,230.678,1.596,2.642,0.758,7.189
2026-01-27 00:30:00,0.352,0.0615,232.349,1.515,1.987,1.573,5.978
2026-01-27 00:35:00,0.3352,0.0482,227.75,1.472,3.235,1.115,3.303
2026-01-27 00:40:00,0.3895,0.0627,226.066,1.723,3.681,0.951,3.562
2026-01-27 00:45:00,0.3721,0.0432,226.947,1.64,2.781,2.2,7.636
2026-01-27 00:50:00,0.3613,0.0605,229.757,1.573,2.253,1.545,6.088
2026-01-27 00:55:00,0.373,0.044,225.015,1.657,2.383,2.362,5.054
2026-01-27 01:00:00,0.321,0.0544,227.484,1.411,2.109,1.828,5.49
2026-01-27 01:05:00,0.3893,0.0479,228.534,1.704,3.275,1.998,6.925
2026-01-27 01:10:00,0.3541,0.0396,226.698,1.562,2.409,0.599,6.404
2026-01-27 01:15:00,0.3556,0.0414,224.691,1.583,3.259,1.353,5.087
2026-01-27 01:20:00,0.3646,0.0365,230.724,1.58,3.527,0.968,4.997
2026-01-27 01:25:00,0.3552,0.061,230.115,1.543,2.176,2.209,3.009
2026-01-27 01:30:00,0.3438,0.0596,231.948,1.482,2.557,0.873,6.847
2026-01-27 01:35:00,0.32,0.0485,227.224,1.408,1.511,0.991,5.08
2026-01-27 01:40:00,0.3359,0.039,231.9,1.449,1.793,1.428,3.653
2026-01-27 01:45:00,0.3571,0.0387,233.823,1.527,2.349,1.065,7.08
2026-01-27 01:50:00,0.3502,0.0357,230.656,1.518,1.881,0.951,6.924
2026-01-27 01:55:00,0.3597,0.0419,228.475,1.574,3.338,1.677,7.444
2026-01-27 02:00:00,0.3084,0.0583,230.363,1.339,1.57,0.651,5.939
2026-01-27 02:05:00,0.3068,0.0381,228.356,1.344,2.094,0.601,6.383
2026-01-27 02:10:00,0.3253,0.0441,227.939,1.427,2.505,1.148,3.706
2026-01-27 02:15:00,0.33,0.0365,231.708,1.424,2.707,1.739,6.224
2026-01-27 02:20:00,0.3453,0.0422,229.652,1.503,2.21,1.533,6.429
2026-01-27 02:25:00,0.2954,0.0449,233.013,1.268,2.728,1.117,3.314
2026-01-27 02:30:00,0.3405,0.0548,228.894,1.488,2.548,1.531,3.257
2026-01-27 02:35:00,0.3076,0.0383,229.147,1.342,2.07,1.075,6.328
2026-01-27 02:40:00,0.2988,0.0316,228.584,1.307,1.362,1.897,3.596
2026-01-27 02:45:00,0.2883,0.0401,227.2,1.269,1.983,0.56,5.541
2026-01-27 02:50:00,0.2801,0.0346,232.036,1.207,2.508,1.41,2.348
2026-01-27 02:55:00,0.3227,0.0394,235.464,1.37,2.501,1.976,2.774
2026-01-27 03:00:00,0.3056,0.0599,229.044,1.334,2.757,1.738,4.327
2026-01-27 03:05:00,0.2906,0.047,228.299,1.273,2.048,0.752,3.288
2026-01-27 03:10:00,0.2946,0.0459,228.137,1.291,1.431,0.927,4.996
2026-01-27 03:15:00,0.3113,0.0441,228.301,1.364,1.322,1.635,4.795
2026-01-27 03:20:00,0.3413,0.0488,234.124,1.458,2.026,0.713,3.175
2026-01-27 03:25:00,0.3065,0.0472,228.204,1.343,2.525,1.755,3.177
2026-01-27 03:30:00,0.2815,0.0478,228.537,1.232,2.471,1.481,3.712
2026-01-27 03:35:00,0.2946,0.0502,226.899,1.299,1.736,1.566,3.139
2026-01-27 03:40:00,0.2898,0.034,230.734,1.256,2.046,0.628,5.285
2026-01-27 03:45:00,0.2528,0.0379,229.832,1.1,1.674,1.328,3.421
2026-01-27 03:50:00,0.293,0.0414,227.157,1.29,1.922,1.484,2.784
2026-01-27 03:55:00,0.2948,0.0551,227.768,1.294,1.626,1.716,4.241
